UniProt_accession	UniProt_fasta_header	UniProt_gene_symbol	A1	A2	A3	A8	A9	B1	B2	B5	B6	B8	C5	C10	D1	D2	D3	D5	D6	D9	E3	E4	K4	K5
Q15006	>sp|Q15006|EMC2_HUMAN ER membrane protein complex subunit 2 OS=Homo sapiens OX=9606 GN=EMC2 PE=1 SV=1	EMC2	196.526447959066	149.743188863021	164.137216853072	158.250455318335	141.010957648786	142.195226932012	192.214455148563	176.198909968132	129.662823951516	135.83723890536	209.111631017341	173.983706004325	200.46058941037	226.438443086689	189.347076004737	213.25091170347	167.572140855352	256.531639866812	249.60591577062	297.019852146401	381.883375531661	505.466492920585
P50402	>sp|P50402|EMD_HUMAN Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1	EMD	38.5748825412246	42.5351668473	50.8601880842697	41.618772614971	47.892823235863	33.5534194834128	49.5467491034255	6.99025393100871	40.6200537242472	25.0669106006898	3.35263001781118	24.9341864906352	21.612225758839	23.0419093459845	34.3902181136597	30.8545236558069	25.282601056281	31.8789936378004	34.985493506166	27.9589966342099	32.3189678214582	4.15067714324063
O94919	>sp|O94919|ENDD1_HUMAN Endonuclease domain-containing 1 protein OS=Homo sapiens OX=9606 GN=ENDOD1 PE=1 SV=2	ENDOD1	1068.62507971301	998.353484571851	1062.31858935181	720.048914776308	696.142357850876	577.691783646849	786.536794469758	733.997124777406	595.439678052737	702.450757041585	728.60448585209	750.039588137357	581.840973662334	581.192388061777	622.18696804665	537.578637518867	714.057078696186	651.840831384869	655.222685867508	653.709385703086	801.40003279967	725.392760919692
P06733	>sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	ENO1	7263.04038179795	1695.426117915	2485.4734229305	1692.3077913949	2127.49003202997	4133.72124207286	2312.31550406008	2838.99857454043	2747.64352976205	3315.37281631533	9678.43400096308	7494.72277569454	8934.99073344997	17282.1972206934	11276.0460600507	8778.1353886116	18163.5460144821	8492.87780470367	3493.06198795221	3313.81600922317	5981.23792882641	8792.70332481473
P09104	>sp|P09104|ENOG_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3	ENO2	11102.1148387034	5531.12184365849	16518.0534665345	9688.04889283456	8646.21636214974	12453.29269564	7492.77970866873	7104.91407686871	8577.77146134711	8639.11867558888	24280.3439496283	18786.8405589801	21499.7975684648	11200.1056838191	16126.3337349198	17883.9985431656	20545.3625710667	15420.7318742933	13107.3375116995	11262.0083588485	11213.0609800422	15840.0889442503
Q9UHY7	>sp|Q9UHY7|ENOPH_HUMAN Enolase-phosphatase E1 OS=Homo sapiens OX=9606 GN=ENOPH1 PE=1 SV=1	ENOPH1	1476.37745681815	1123.39597566095	1543.88163843442	1402.7178825014	1350.91687624859	1374.09771338752	1295.27860258349	1349.8783645281	1253.32078134335	1234.4541764179	1231.16824580114	1330.44918030502	1166.12864536363	1375.64635159266	1407.74613774854	990.336379733439	1432.81699204242	1080.46322056877	1016.56724907326	997.168028911998	945.041028111225	877.381204845773
Q6UWR7	>sp|Q6UWR7|ENPP6_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 OS=Homo sapiens OX=9606 GN=ENPP6 PE=1 SV=2	ENPP6	50.6807990162926	193.666615720737	221.821118003672	205.639684532861	143.574260347658	97.6420950233373	261.666833657858	171.829673125262	186.432312619456	209.537785461613	96.0663120269897	280.493437706641	128.564811831165	176.403367280457	94.646845618239	161.055879375018	129.518712873402	111.083301757469	93.7037380056926	144.366342684368	216.978622096284	109.245697286817
Q9H4G0	>sp|Q9H4G0|E41L1_HUMAN Band 4.1-like protein 1 OS=Homo sapiens OX=9606 GN=EPB41L1 PE=1 SV=2	EPB41L1	3598.6238695301	3649.61174271053	3722.58574927561	4353.74608160033	4410.45072332691	3898.84088469034	4064.98717440912	4093.87209783616	3858.73800068305	4462.35587949791	3781.42532034338	3740.17810640532	3454.03791018928	3931.21904905686	4214.15471246483	3732.64020218437	4123.54479892276	3770.81790758775	4147.61515811816	4451.92013694385	4066.90232454808	5018.10954560846
E9PHY5;O43491-4	>tr|E9PHY5|E9PHY5_HUMAN Isoform of O43491, Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1;>sp|O43491-4|E41L2_HUMAN Isoform of O43491, Isoform 4 of Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2	EPB41L2	2040.58722217804	581.762683370619	1788.82407143815	1542.64236323249	1403.45440294561	942.701833007697	987.528440873586	1305.01115316056	1330.98406038204	1269.99833127104	1249.8169111188	1575.65210206309	1707.0801983611	2215.48850046895	1915.5111567487	1699.93855718195	2169.87145039052	1477.58607411532	1263.84153503413	1354.38245698884	1409.37122877059	897.105507525638
A0A0A0MRA8	>tr|A0A0A0MRA8|A0A0A0MRA8_HUMAN Isoform of Q9Y2J2, Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=1	EPB41L3	8926.23320015235	10046.2364032744	11521.4876471517	12598.5561792926	12617.2819205226	9203.80507708976	9268.59953755709	8816.63399733768	9248.91053102045	10518.0212900916	8816.80240259397	9893.01816005302	6918.30554510779	6149.92614819452	6521.84700270632	7845.55709905965	5978.57519269959	9387.63006751383	9444.80998492133	10881.5028511253	9580.44187760163	8935.20365289928
Q9UM22	>sp|Q9UM22|EPDR1_HUMAN Mammalian ependymin-related protein 1 OS=Homo sapiens OX=9606 GN=EPDR1 PE=1 SV=2	EPDR1	283.042687403168	372.92869223551	451.428437230578	479.893095282401	532.967174495508	376.352953979386	585.17061565171	508.439770377203	653.228109129947	696.790332613424	776.014663679352	576.244125557962	607.166584371564	467.248387608638	437.860916273581	369.973145849692	466.347031358232	744.945079976324	534.530216426423	438.347103126816	538.489193107341	505.993144122205
E9PG71;P54764	>tr|E9PG71|E9PG71_HUMAN Isoform of P54764, Ephrin type-A receptor 4 OS=Homo sapiens OX=9606 GN=EPHA4 PE=1 SV=1;>sp|P54764|EPHA4_HUMAN Ephrin type-A receptor 4 OS=Homo sapiens OX=9606 GN=EPHA4 PE=1 SV=1	EPHA4	440.607041851973	431.284979848417	289.693572474058	312.482320179483	289.497707010351	338.306351974719	338.367474763365	389.437548045939	401.350991537505	375.224476072953	282.047504077453	300.362395002424	281.507326185145	307.815382022821	330.209483153547	380.800263677875	275.667821426287	287.321276879092	354.674501901622	374.96216792537	370.739370634069	462.143319478219
P07099	>sp|P07099|HYEP_HUMAN Epoxide hydrolase 1 OS=Homo sapiens OX=9606 GN=EPHX1 PE=1 SV=1	EPHX1	3621.06368854158	2585.79212367491	1926.85294257251	2535.09976296614	2348.25446389222	1661.80385329964	2015.44714857196	2287.6807645473	2860.14685441858	2381.66042364334	3588.85729676993	3311.33226136006	3084.84297619416	4149.31326222796	3009.9125042829	2358.85560083288	4736.71943106522	2608.74533873645	2254.94680176419	2875.26927029868	1752.75570218697	2140.15179185166
Q7L775	>sp|Q7L775|EPMIP_HUMAN EPM2A-interacting protein 1 OS=Homo sapiens OX=9606 GN=EPM2AIP1 PE=1 SV=1	EPM2AIP1	30.5354358770619	35.0229835887313	35.7712819002165	121.787784428984	134.182808490241	89.2067312647123	136.526965137248	92.1696468603637	36.9335405977478	99.4627480028463	94.3222261829467	78.1346026496246	82.9781065333682	92.866992741138	132.734735271219	86.9496630662751	117.826144483226	78.0654397649157	53.462644174205	49.4093204682236	125.083922628226	58.6342193587344
Q9Y6I3;Q9Y6I3-1;Q9Y6I3-3	>sp|Q9Y6I3|EPN1_HUMAN Epsin-1 OS=Homo sapiens OX=9606 GN=EPN1 PE=1 SV=2;>sp|Q9Y6I3-1|EPN1_HUMAN Isoform of Q9Y6I3, Isoform 2 of Epsin-1 OS=Homo sapiens OX=9606 GN=EPN1;>sp|Q9Y6I3-3|EPN1_HUMAN Isoform of Q9Y6I3, Isoform 3 of Epsin-1 OS=Homo sapiens OX=9606 GN=EPN1	EPN1	574.322370216815	649.757530358138	1046.67044890568	485.656123317733	539.610115035737	909.484686231163	1049.29854744891	887.916068009459	1001.51179657542	967.205261266313	983.863858770482	931.071702216077	965.176025151464	724.209941288796	913.881107420737	940.619815678932	725.326882928458	1256.77293621538	912.152065407005	969.595380721966	838.021723926969	832.259713442831
D6REL6;D6RFG3;I6L9I8;Q9H201;Q9H201-2	>tr|D6REL6|D6REL6_HUMAN Isoform of Q9H201, Epsin-3 (Fragment) OS=Homo sapiens OX=9606 GN=EPN3 PE=1 SV=1;>tr|D6RFG3|D6RFG3_HUMAN Isoform of Q9H201, Epsin-3 (Fragment) OS=Homo sapiens OX=9606 GN=EPN3 PE=1 SV=1;>tr|I6L9I8|I6L9I8_HUMAN Isoform of Q9H201, EPN3 protein OS=Homo sapiens OX=9606 GN=EPN3 PE=1 SV=1;>sp|Q9H201|EPN3_HUMAN Epsin-3 OS=Homo sapiens OX=9606 GN=EPN3 PE=2 SV=1;>sp|Q9H201-2|EPN3_HUMAN Isoform of Q9H201, Isoform 2 of Epsin-3 OS=Homo sapiens OX=9606 GN=EPN3	EPN3	51.7137771528371	59.5693018530533	111.951528096426	59.35902723749	103.902117269971	120.109685286434	74.5964504718004	34.6880386837241	123.055684843923	92.2524852906607	166.756359435575	100.113005283378	111.838344565614	63.9871274286916	107.988823593432	114.350089598343	71.2409393831411	75.3078692118599	101.637941977497	94.506206743359	78.3541037793194	90.3626910797659
P07814	>sp|P07814|SYEP_HUMAN Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS PE=1 SV=5	EPRS	826.987572549366	747.251072821825	643.371926053749	519.002241846854	512.160843661285	572.608242378495	646.914894950436	680.931719165334	509.034683535054	585.022966326255	460.197680402105	481.520337481937	441.214374799656	571.438104875176	493.053061628505	395.025175728265	568.641859049899	521.968453063831	422.470183817015	543.669115555595	473.956977770869	479.981368738445
Q9UBC2;Q9UBC2-2;Q9UBC2-3	>sp|Q9UBC2|EP15R_HUMAN Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1 PE=1 SV=1;>sp|Q9UBC2-2|EP15R_HUMAN Isoform of Q9UBC2, Isoform 2 of Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1;>sp|Q9UBC2-3|EP15R_HUMAN Isoform of Q9UBC2, Isoform 3 of Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1	EPS15L1	434.230807141962	449.540378287453	498.722938666641	498.262476620892	528.397243206364	556.965705680728	613.488960736367	658.384628781052	558.674303155734	561.048697576094	577.096140573865	690.028785318996	693.493081888629	764.636866686794	736.422670789504	688.711969608583	710.090376898163	797.140175509763	557.900612363682	630.578364113003	503.131417418534	566.573668576509
Q9NZ08;Q9NZ08-2	>sp|Q9NZ08|ERAP1_HUMAN Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens OX=9606 GN=ERAP1 PE=1 SV=3;>sp|Q9NZ08-2|ERAP1_HUMAN Isoform of Q9NZ08, Isoform 2 of Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens OX=9606 GN=ERAP1	ERAP1	5.12833312553603	58.6959898110347	16.3234032388892	30.2623862671273	28.0043258027685	31.2304971646136	25.1589484596999	31.2924427699822	29.1027603708283	26.5176328604947	15.8255814219292	31.0002177681466	27.4343316013155	35.0888454111695	33.0672594076602	26.9356130268766	34.8177943880506	19.0804070443077	30.0017974513347	25.9184959138522	40.9988425931974	43.8186553324185
O15083	>sp|O15083|ERC2_HUMAN ERC protein 2 OS=Homo sapiens OX=9606 GN=ERC2 PE=1 SV=3	ERC2	418.049512293307	391.909586936014	308.44009094533	320.888032331144	266.905807039025	274.231028634119	315.490878168974	344.306246915349	274.88036389863	331.833714968963	226.903522064631	275.492721102923	251.001017341181	331.933464609225	270.360177971641	330.338453301009	273.28006061562	359.309807036351	265.120127709488	317.997265009164	259.735951802711	296.111651892284
Q969X5;Q969X5-2	>sp|Q969X5|ERGI1_HUMAN Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Homo sapiens OX=9606 GN=ERGIC1 PE=1 SV=1;>sp|Q969X5-2|ERGI1_HUMAN Isoform of Q969X5, Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Homo sapiens OX=9606 GN=ERGIC1	ERGIC1	132.466891880989	124.383632716932	125.879505948921	73.1417228891228	62.2802128131126	110.567193682203	173.887141276575	150.317988016426	78.0965379611598	47.4538130709071	47.762798607844	137.659397419275	114.994899010898	171.119897671746	147.606988470336	137.790910221576	152.572384546867	157.503955546855	113.378960172453	105.532299673359	161.671158149498	105.471850146712
P84090	>sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1	ERH	29.7998978587648	26.2518334813455	24.3082976150092	51.0951237644017	54.9040265950079	30.545575646581	12.827116127354	0.758035906881951	73.3790308091784	63.1855366405158	81.8006684222717	58.8594163524639	50.6869314275875	32.0125090900823	46.4467549133138	51.881546544125	53.4392909159565	50.3142047979341	14.304045376107	2.08468780424591	32.8431624401535	4.35966475995457
E5RHW4;O94905	>tr|E5RHW4|E5RHW4_HUMAN Isoform of O94905, Erlin-2 (Fragment) OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1;>sp|O94905|ERLN2_HUMAN Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1	ERLIN2	678.027105879827	499.50848118027	442.956540104353	400.300648646433	428.502625847497	351.995875921615	438.504886748658	421.467178731933	356.144965488237	484.587681814777	491.747504456086	369.013517612416	401.888586301407	671.437803680775	633.942858895308	394.166824093401	746.395665480673	447.390399589227	276.976141218715	370.379942879266	441.896533149254	418.90217014068
Q8TAM6;Q8TAM6-2	>sp|Q8TAM6|ERMIN_HUMAN Ermin OS=Homo sapiens OX=9606 GN=ERMN PE=2 SV=1;>sp|Q8TAM6-2|ERMIN_HUMAN Isoform of Q8TAM6, Isoform 2 of Ermin OS=Homo sapiens OX=9606 GN=ERMN	ERMN	1.10633827456504	9.46939431135931	69.248274034209	38.9002268035252	59.1751382007862	31.5419721672238	19.998161508155	2.02867901227759	38.0512079332623	29.136426779312	10.0337191517384	11.8665926841452	16.0483591250315	9.87101378851205	17.5552567729287	36.3031880345886	4.08868158423217	43.0590650653171	31.0070094455705	29.2655732926438	18.2652240289204	10.469977821006
Q96HE7	>sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2	ERO1A	177.026397047275	176.754001341691	124.245748534736	55.1172827829956	113.373952621337	190.527106510458	219.603428165914	185.519824057711	93.8008160246119	170.343177137586	189.924665440558	221.546571006581	197.399241550819	240.755070661797	234.130763605608	268.930231432728	187.079694245487	232.214484567348	192.008258450041	217.530018035808	288.957617881185	299.185459653605
P30040	>sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4	ERP29	528.021145798824	774.45210893246	413.550694620324	917.117560408561	894.015356995654	799.271880107866	1017.76106913852	824.781230962931	1193.8577939808	814.465970900695	1316.70993607396	909.364689354411	826.573504820616	927.244319486274	653.448999667857	891.762260058912	899.174307468831	855.468631914214	667.156049575182	615.584637098252	608.095916111345	642.973931201525
Q9BS26	>sp|Q9BS26|ERP44_HUMAN Endoplasmic reticulum resident protein 44 OS=Homo sapiens OX=9606 GN=ERP44 PE=1 SV=1	ERP44	109.851852754742	129.87121229518	97.6773108618579	137.606197211404	126.770982762537	116.723421646831	160.486104547818	129.308927205128	134.677582586567	79.0166431373355	160.170115415745	136.727332745192	137.739551049774	151.851028659359	135.888267507422	105.381494036105	173.147982487846	162.667629227411	122.714901681111	163.243303336478	108.689989136954	92.6471787330517
P10768	>sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2	ESD	213.190903049734	142.908026648494	148.681843388321	111.133945112368	131.781446688591	108.646184370396	118.07444532786	135.181750635052	92.6015313943687	150.986360843869	267.683562681672	200.918313435141	271.457199476949	273.655449177029	256.947846106461	199.299788029364	312.783171311963	197.146723304701	93.9325718339632	88.8448283275964	193.778831152465	220.625791689206
Q9BSJ8;Q9BSJ8-2	>sp|Q9BSJ8|ESYT1_HUMAN Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1;>sp|Q9BSJ8-2|ESYT1_HUMAN Isoform of Q9BSJ8, Isoform 2 of Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1	ESYT1	598.162384064489	608.01245959782	586.677604422431	504.303349258648	745.827497552922	540.73456818105	610.267305007326	704.65134487798	539.759413957072	577.021917327071	498.554645695122	610.120181367462	497.485202924685	481.858285601216	445.434734811335	468.300455500804	361.50615239616	581.375139906549	690.585040070688	700.573496309427	824.959802127003	832.052637161061
A0FGR8-2;H7BXI1	>sp|A0FGR8-2|ESYT2_HUMAN Isoform of A0FGR8, Isoform 2 of Extended synaptotagmin-2 OS=Homo sapiens OX=9606 GN=ESYT2;>tr|H7BXI1|H7BXI1_HUMAN Isoform of A0FGR8, Extended synaptotagmin-2 (Fragment) OS=Homo sapiens OX=9606 GN=ESYT2 PE=1 SV=1	ESYT2	630.706219953631	597.287107670991	601.974174423094	484.852879826314	558.837127433167	481.836416948292	590.231343440921	520.441856369219	469.180667042141	516.762588666889	577.07456174493	491.499014245346	457.583476861501	398.961555827942	450.856295772726	411.270910670798	401.786382821713	510.259472866274	495.515609228898	511.890675747341	645.45347772505	610.242144708507
B7Z7P8;P62495;P62495-2	>tr|B7Z7P8|B7Z7P8_HUMAN Isoform of P62495, Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=1;>sp|P62495|ERF1_HUMAN Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=3;>sp|P62495-2|ERF1_HUMAN Isoform of P62495, Isoform 2 of Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1	ETF1	83.4618329896561	83.0247828673795	94.9245827942201	136.887902772904	108.590558379856	121.557160827713	155.018997228994	122.795703582689	135.563144352838	115.992635578055	189.145200471364	128.514383528483	180.273202324424	160.548549519708	121.637720895429	143.18426788295	192.7240990234	123.424962593857	184.127652579433	185.282577530866	150.162232463291	168.207659718318
P13804	>sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1	ETFA	1416.02420218906	968.397625352844	955.489285080914	849.518248931689	804.559208180103	1127.84326888242	1081.39859636281	1147.78500559349	1170.6252770634	756.789507075111	1100.1141588863	958.451410910271	1174.22425426617	1088.7901856596	997.535884700489	1027.81002860501	980.062486189756	997.767523208589	677.841054234743	655.898457275404	1095.54344427708	892.892410766982
P38117;P38117-2	>sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3;>sp|P38117-2|ETFB_HUMAN Isoform of P38117, Isoform 2 of Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB	ETFB	918.686016172848	1200.18937276971	662.535646434552	1209.11679952449	1069.88006832087	1544.9428238198	1701.37916843877	1535.79578697838	2341.20315551336	1611.07886300064	1825.061946164	1473.22088081502	1669.38853279129	1632.41860319733	1026.88403029597	1215.02127539881	1346.58945125086	1533.05053484648	655.64777852428	685.301381591755	1260.82102815709	1400.02421109698
Q16134;Q16134-3	>sp|Q16134|ETFD_HUMAN Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=ETFDH PE=1 SV=2;>sp|Q16134-3|ETFD_HUMAN Isoform of Q16134, Isoform 2 of Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=ETFDH	ETFDH	852.001994571907	280.259322704312	270.988408307813	493.67214386607	599.29769328838	331.024203653623	467.805089538399	467.396517669838	414.397079191546	446.03172912566	340.60132180657	321.128610916296	331.337152023547	433.946079820213	379.780448717399	334.765370970904	353.839485947415	371.342875885679	379.663253486029	392.721421307563	463.184763964036	340.927678729584
M0QXB5;O95571	>tr|M0QXB5|M0QXB5_HUMAN Isoform of O95571, Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=1;>sp|O95571|ETHE1_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=2	ETHE1	42.0174329692377	33.9002598467576	24.9982659861007	43.002043648531	51.06108721957	18.9823125098948	30.1195141687709	14.0807263266554	34.519344809664	38.4092930978874	68.4422664809263	64.0622665151375	60.5612487462806	63.166097582961	35.5224679370122	36.7048658542717	61.7977090202892	31.3887096052491	22.9655586529164	25.4591288122642	72.4929125043796	51.8991993422867
B0QYK0;C9JGE3;H7BY36;Q01844;Q01844-2;Q01844-3;Q01844-5;Q01844-6	>tr|B0QYK0|B0QYK0_HUMAN Isoform of Q01844, RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1;>tr|C9JGE3|C9JGE3_HUMAN Isoform of Q01844, EWS RNA-binding protein variant 6 OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=2;>tr|H7BY36|H7BY36_HUMAN Isoform of Q01844, RNA-binding protein EWS (Fragment) OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1;>sp|Q01844|EWS_HUMAN RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1;>sp|Q01844-2|EWS_HUMAN Isoform of Q01844, Isoform EWS-B of RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1;>sp|Q01844-3|EWS_HUMAN Isoform of Q01844, Isoform 3 of RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1;>sp|Q01844-5|EWS_HUMAN Isoform of Q01844, Isoform 5 of RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1;>sp|Q01844-6|EWS_HUMAN Isoform of Q01844, Isoform 6 of RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1	EWSR1	39.3091282956404	39.7479596748972	76.1955332221951	49.0384490558887	59.3152275420554	92.7400762979005	71.3796938784805	70.809088822359	83.9083195514122	52.4158680295144	124.563156459417	100.726095907387	89.9179658097663	74.237415686163	68.0688057162657	94.9160049470647	53.4227055949737	71.0697929530275	38.1087713424767	39.2947952735772	66.4565865577376	134.300712723365
Q9NV70;Q9NV70-2	>sp|Q9NV70|EXOC1_HUMAN Exocyst complex component 1 OS=Homo sapiens OX=9606 GN=EXOC1 PE=1 SV=4;>sp|Q9NV70-2|EXOC1_HUMAN Isoform of Q9NV70, Isoform 2 of Exocyst complex component 1 OS=Homo sapiens OX=9606 GN=EXOC1	EXOC1	34.2611916859578	71.4255277987078	35.4070428936463	44.7196519545599	62.6395373948627	34.32943099406	46.1214930879406	49.9625782466917	45.9183103707293	50.3868133559734	17.2287509118859	24.2253853284707	22.5206312485135	30.0989011158018	28.3621082544104	14.442678186378	28.6060593439283	30.7891157868272	15.0189179227956	29.4893304364905	39.3708136238201	27.3809044961782
Q96KP1	>sp|Q96KP1|EXOC2_HUMAN Exocyst complex component 2 OS=Homo sapiens OX=9606 GN=EXOC2 PE=1 SV=1	EXOC2	235.984179146094	229.62724352335	203.82734099733	261.033583609391	355.592419643834	199.86409308952	211.397373771998	205.405968817888	172.697733378178	209.314019716041	163.895916639418	184.971095360888	141.570848589884	161.628966581343	126.456856952034	172.827311891376	139.710100103024	173.071985224031	146.118367788217	205.010221170023	200.269701901221	208.578954545473
O60645;O60645-2;O60645-3	>sp|O60645|EXOC3_HUMAN Exocyst complex component 3 OS=Homo sapiens OX=9606 GN=EXOC3 PE=1 SV=2;>sp|O60645-2|EXOC3_HUMAN Isoform of O60645, Isoform 2 of Exocyst complex component 3 OS=Homo sapiens OX=9606 GN=EXOC3;>sp|O60645-3|EXOC3_HUMAN Isoform of O60645, Isoform 3 of Exocyst complex component 3 OS=Homo sapiens OX=9606 GN=EXOC3	EXOC3	419.544693986762	350.865709710909	521.478077941417	289.215391890979	175.086100686014	356.940224550951	383.618089833218	397.415362734197	338.100842531761	298.170221701688	339.533035551096	341.27751141474	337.093402503317	376.289226713421	290.617305467966	347.569912406248	321.427340975634	336.224977295226	410.297188202453	434.758868516271	427.923303629847	426.807948517734
Q96A65	>sp|Q96A65|EXOC4_HUMAN Exocyst complex component 4 OS=Homo sapiens OX=9606 GN=EXOC4 PE=1 SV=1	EXOC4	123.6340011018	168.524702518406	76.0834059768231	133.76340259152	136.01116457262	89.4365001458192	109.425707565009	107.667482397327	86.6796164269577	96.8290920967137	57.1606900387431	86.7934862290923	101.040637906902	99.1954383203422	60.4814339079265	139.589760162436	36.3577195875896	146.298214794303	171.557555904203	112.425181191365	142.974816595823	158.313211174369
A0A0A0MSI8;O00471	>tr|A0A0A0MSI8|A0A0A0MSI8_HUMAN Isoform of O00471, Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1;>sp|O00471|EXOC5_HUMAN Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1	EXOC5	155.34822497661	160.913457205508	197.60708539208	66.1065313196714	48.7491605884463	160.352891775188	142.466099177656	173.359929734624	163.251542514521	107.946401646638	145.744030311433	117.960410989114	129.494928836068	130.885593953407	99.4975600226461	127.341649523508	135.271019337996	139.444337169422	113.529228538745	115.521254889325	126.656755763429	135.171296817177
A0A0A0MSB8;Q9UPT5;Q9UPT5-1;Q9UPT5-2;Q9UPT5-5;Q9UPT5-6	>tr|A0A0A0MSB8|A0A0A0MSB8_HUMAN Isoform of Q9UPT5, Exocyst complex component 7 OS=Homo sapiens OX=9606 GN=EXOC7 PE=1 SV=1;>sp|Q9UPT5|EXOC7_HUMAN Exocyst complex component 7 OS=Homo sapiens OX=9606 GN=EXOC7 PE=1 SV=3;>sp|Q9UPT5-1|EXOC7_HUMAN Isoform of Q9UPT5, Isoform 1 of Exocyst complex component 7 OS=Homo sapiens OX=9606 GN=EXOC7;>sp|Q9UPT5-2|EXOC7_HUMAN Isoform of Q9UPT5, Isoform 2 of Exocyst complex component 7 OS=Homo sapiens OX=9606 GN=EXOC7;>sp|Q9UPT5-5|EXOC7_HUMAN Isoform of Q9UPT5, Isoform 5 of Exocyst complex component 7 OS=Homo sapiens OX=9606 GN=EXOC7;>sp|Q9UPT5-6|EXOC7_HUMAN Isoform of Q9UPT5, Isoform 6 of Exocyst complex component 7 OS=Homo sapiens OX=9606 GN=EXOC7	EXOC7	172.419750890485	85.7737145737182	125.928678033881	25.4667428782012	76.4619161739245	85.1964253511698	109.528229185851	99.7703044695321	66.8198375675167	86.2822083754026	99.1700974908404	89.0305958406654	105.763891740537	74.9499027285725	88.7928850066532	95.3123401066613	94.5174837215056	103.469222542875	74.6688728939218	76.5774230194667	91.4279097574062	93.6632757961718
Q8IYI6	>sp|Q8IYI6|EXOC8_HUMAN Exocyst complex component 8 OS=Homo sapiens OX=9606 GN=EXOC8 PE=1 SV=2	EXOC8	48.9183336829369	37.7716475486035	52.5801951458066	2.48549386824333	3.36142058780126	38.571944026571	40.7602406501258	47.8070908171405	38.9700968091674	35.8088090890755	23.7499462163551	30.0817686826222	29.3193285108636	30.8029518117776	38.5246412097557	34.3058598844812	13.6511309760682	30.3267297467319	36.575794879073	26.5414346405259	50.6858340134808	24.3492760448298
